transaction_id,transaction_date,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
19776,2/5/2023,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
19777,2/5/2023,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
19778,2/5/2023,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
19781,2/5/2023,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
19792,2/5/2023,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
19793,2/5/2023,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
19796,2/5/2023,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
19803,2/5/2023,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
19811,2/5/2023,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
19815,2/5/2023,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
19817,2/5/2023,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
19825,2/5/2023,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
19827,2/5/2023,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
19828,2/5/2023,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
19829,2/5/2023,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
19833,2/5/2023,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
19836,2/5/2023,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
19839,2/5/2023,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
19842,2/5/2023,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
19844,2/5/2023,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
19847,2/5/2023,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
19852,2/5/2023,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
19853,2/5/2023,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
19862,2/5/2023,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
19866,2/5/2023,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
19874,2/5/2023,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
19876,2/5/2023,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
19877,2/5/2023,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
19878,2/5/2023,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
19880,2/5/2023,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
19881,2/5/2023,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
19883,2/5/2023,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
19884,2/5/2023,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
19885,2/5/2023,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
19886,2/5/2023,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
19888,2/5/2023,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
19893,2/5/2023,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
19897,2/5/2023,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
19898,2/5/2023,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
19903,2/5/2023,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
19904,2/5/2023,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
19906,2/5/2023,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
19908,2/5/2023,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
19911,2/5/2023,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
19912,2/5/2023,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
19914,2/5/2023,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
19920,2/5/2023,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
19924,2/5/2023,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
19926,2/5/2023,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
19930,2/5/2023,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
19935,2/5/2023,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
19938,2/5/2023,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
19939,2/5/2023,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
19941,2/5/2023,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
19948,2/5/2023,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
19950,2/5/2023,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
19951,2/5/2023,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
19968,2/5/2023,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
19969,2/5/2023,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
19970,2/5/2023,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
19971,2/5/2023,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
19973,2/5/2023,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
19975,2/5/2023,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
19976,2/5/2023,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
19978,2/5/2023,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
19983,2/5/2023,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
19984,2/5/2023,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
19986,2/5/2023,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
19987,2/5/2023,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
19989,2/5/2023,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
19991,2/5/2023,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
19994,2/5/2023,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
19997,2/5/2023,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
19998,2/5/2023,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
20002,2/5/2023,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
20003,2/5/2023,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
20007,2/5/2023,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
20008,2/5/2023,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
20011,2/5/2023,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
20012,2/5/2023,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
20013,2/5/2023,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
20014,2/5/2023,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
20015,2/5/2023,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
20019,2/5/2023,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
20023,2/5/2023,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
20026,2/5/2023,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
20028,2/5/2023,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
20031,2/5/2023,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
20032,2/5/2023,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
20033,2/5/2023,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
20036,2/5/2023,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
20038,2/5/2023,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
20040,2/5/2023,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
20041,2/5/2023,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
20042,2/5/2023,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
20043,2/5/2023,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
20048,2/5/2023,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
20050,2/5/2023,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
20051,2/5/2023,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
20054,2/5/2023,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
20055,2/5/2023,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
20057,2/5/2023,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
20060,2/5/2023,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
20062,2/5/2023,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
20064,2/5/2023,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
20066,2/5/2023,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
20068,2/5/2023,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
20071,2/5/2023,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
20073,2/5/2023,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
20074,2/5/2023,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
20076,2/5/2023,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
20084,2/5/2023,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
20086,2/5/2023,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
20088,2/5/2023,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
20089,2/5/2023,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
20092,2/5/2023,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
20093,2/5/2023,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
20098,2/5/2023,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
20101,2/5/2023,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
20103,2/5/2023,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
20104,2/5/2023,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
20107,2/5/2023,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
20110,2/5/2023,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
20111,2/5/2023,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
20116,2/5/2023,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
20118,2/5/2023,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
20120,2/5/2023,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
20126,2/5/2023,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
20131,2/5/2023,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
20135,2/5/2023,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
20137,2/5/2023,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
20141,2/5/2023,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
20143,2/5/2023,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
20145,2/5/2023,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
20149,2/5/2023,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
20153,2/5/2023,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
20157,2/5/2023,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
20159,2/5/2023,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
20163,2/6/2023,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
20176,2/6/2023,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
20183,2/6/2023,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
20184,2/6/2023,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
20189,2/6/2023,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
20194,2/6/2023,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
20197,2/6/2023,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
20199,2/6/2023,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
20205,2/6/2023,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
20206,2/6/2023,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
20207,2/6/2023,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
20210,2/6/2023,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
20213,2/6/2023,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
20215,2/6/2023,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
20218,2/6/2023,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
20220,2/6/2023,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
20224,2/6/2023,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
20225,2/6/2023,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
20227,2/6/2023,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
20230,2/6/2023,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
20232,2/6/2023,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
20234,2/6/2023,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
20239,2/6/2023,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
20240,2/6/2023,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
20243,2/6/2023,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
20244,2/6/2023,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
20247,2/6/2023,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
20249,2/6/2023,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
20250,2/6/2023,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
20253,2/6/2023,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
20254,2/6/2023,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
20257,2/6/2023,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
20258,2/6/2023,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
20259,2/6/2023,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
20260,2/6/2023,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
20263,2/6/2023,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
20265,2/6/2023,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
20266,2/6/2023,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
20269,2/6/2023,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
20274,2/6/2023,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
20277,2/6/2023,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
20285,2/6/2023,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
20288,2/6/2023,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
20289,2/6/2023,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
20291,2/6/2023,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
20295,2/6/2023,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
20303,2/6/2023,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
20304,2/6/2023,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
20311,2/6/2023,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
20312,2/6/2023,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
20315,2/6/2023,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
20319,2/6/2023,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
20343,2/6/2023,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
20346,2/6/2023,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
20350,2/6/2023,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
20352,2/6/2023,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
20354,2/6/2023,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
20356,2/6/2023,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
20362,2/6/2023,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
20371,2/6/2023,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
20372,2/6/2023,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
20375,2/6/2023,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
20376,2/6/2023,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
20381,2/6/2023,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
20383,2/6/2023,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
20384,2/6/2023,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
20387,2/6/2023,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
20389,2/6/2023,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
20396,2/6/2023,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
20404,2/6/2023,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
20405,2/6/2023,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
20408,2/6/2023,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
20415,2/6/2023,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
20416,2/6/2023,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
20418,2/6/2023,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
20422,2/6/2023,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
20423,2/6/2023,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
20424,2/6/2023,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
20425,2/6/2023,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
20426,2/6/2023,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
20427,2/6/2023,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
20430,2/6/2023,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
20432,2/6/2023,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
20433,2/6/2023,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
20434,2/6/2023,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
20441,2/6/2023,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
20444,2/6/2023,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
20447,2/6/2023,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
20450,2/6/2023,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
20455,2/6/2023,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
20456,2/6/2023,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
20464,2/6/2023,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
20465,2/6/2023,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
20467,2/6/2023,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
20468,2/6/2023,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
20469,2/6/2023,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
20476,2/6/2023,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg
20478,2/6/2023,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
20484,2/6/2023,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
20489,2/6/2023,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
20493,2/6/2023,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
20495,2/6/2023,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
20496,2/6/2023,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
20501,2/6/2023,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
20502,2/6/2023,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
20507,2/6/2023,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
20510,2/6/2023,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
20511,2/6/2023,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
20513,2/6/2023,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
20514,2/6/2023,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
20518,2/6/2023,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg
20519,2/6/2023,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
20521,2/6/2023,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
20522,2/6/2023,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
20525,2/6/2023,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
20526,2/6/2023,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
20529,2/6/2023,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
20535,2/6/2023,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
20536,2/6/2023,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
20538,2/6/2023,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
20540,2/6/2023,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
20545,2/6/2023,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
20548,2/6/2023,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
20550,2/6/2023,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
20556,2/6/2023,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
20557,2/6/2023,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
20558,2/6/2023,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
20571,2/6/2023,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
20573,2/6/2023,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
20574,2/6/2023,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
20576,2/6/2023,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
20577,2/6/2023,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
20579,2/6/2023,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
20583,2/6/2023,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
20585,2/6/2023,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
20587,2/6/2023,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
